cat1,product_id,ProductoCompleto12,ProductoCompleto24
HC,20286,No,No
HC,20288,Sí,Sí
HC,20289,No,No
HC,20290,No,No
HC,20291,No,No
HC,20292,No,No
HC,20295,No,No
HC,20296,No,No
HC,20297,No,No
HC,20298,No,No
HC,20299,No,No
HC,20300,No,No
HC,20301,No,No
HC,20302,No,No
HC,20303,No,No
HC,20304,Sí,Sí
HC,20305,No,No
HC,20306,No,No
HC,20307,No,No
HC,20308,Sí,Sí
HC,20309,No,No
HC,20310,No,No
HC,20311,Sí,Sí
HC,20312,Sí,Sí
HC,20313,Sí,Sí
HC,20314,No,No
HC,20315,No,No
HC,20316,No,No
HC,20317,No,No
HC,20319,Sí,Sí
HC,20321,No,No
HC,20322,No,No
HC,20323,No,No
HC,20324,No,No
HC,20325,No,No
HC,20326,No,No
HC,20327,No,No
HC,20328,No,No
HC,20329,No,No
HC,20330,No,No
HC,20332,Sí,Sí
HC,20334,No,No
HC,20335,No,No
HC,20336,No,No
HC,20337,No,No
HC,20338,No,No
HC,20340,No,No
HC,20341,Sí,Sí
HC,20342,No,No
HC,20343,No,No
HC,20344,No,No
HC,20345,Sí,No
HC,20346,No,No
HC,20348,No,No
HC,20349,No,No
HC,20350,No,No
HC,20351,No,No
HC,20352,No,No
HC,20353,No,No
HC,20354,No,No
HC,20355,No,No
HC,20356,No,No
HC,20357,Sí,Sí
HC,20358,Sí,Sí
HC,20359,No,No
HC,20360,No,No
HC,20361,Sí,Sí
HC,20362,No,No
HC,20364,No,No
HC,20365,No,No
HC,20366,Sí,Sí
HC,20367,No,No
HC,20368,No,No
HC,20372,No,No
HC,20374,No,No
HC,20375,No,No
HC,20376,Sí,Sí
HC,20377,No,No
HC,20378,Sí,No
HC,20379,No,No
HC,20380,No,No
HC,20381,No,No
HC,20382,No,No
HC,20383,No,No
HC,20384,No,No
HC,20385,No,No
HC,20386,No,No
HC,20387,No,No
HC,20388,Sí,Sí
HC,20389,No,No
HC,20390,Sí,Sí
HC,20394,No,No
HC,20395,Sí,No
HC,20396,No,No
HC,20398,No,No
HC,20399,No,No
HC,20400,No,No
HC,20401,No,No
HC,20402,No,No
HC,20403,No,No
HC,20404,No,No
HC,20406,No,No
HC,20407,No,No
HC,20408,Sí,No
HC,20409,No,No
HC,20410,No,No
HC,20411,No,No
HC,20412,Sí,Sí
HC,20413,Sí,Sí
HC,20414,No,No
HC,20415,Sí,Sí
HC,20416,No,No
HC,20417,No,No
HC,20418,No,No
HC,20419,No,No
HC,20421,Sí,Sí
HC,20422,No,No
HC,20424,No,No
HC,20426,Sí,No
HC,20428,No,No
HC,20429,No,No
HC,20432,No,No
HC,20433,No,No
HC,20434,No,No
HC,20435,No,No
HC,20436,No,No
HC,20437,No,No
HC,20438,No,No
HC,20440,No,No
HC,20442,No,No
HC,20443,No,No
HC,20447,Sí,Sí
HC,20449,No,No
HC,20450,No,No
HC,20453,No,No
HC,20454,No,No
HC,20456,No,No
HC,20458,No,No
HC,20459,No,No
HC,20460,No,No
HC,20463,No,No
HC,20464,No,No
HC,20465,No,No
HC,20466,No,No
HC,20468,No,No
HC,20469,No,No
HC,20470,No,No
HC,20471,No,No
HC,20473,Sí,Sí
HC,20474,No,No
HC,20476,No,No
HC,20477,Sí,No
HC,20478,Sí,Sí
HC,20479,Sí,Sí
HC,20480,No,No
HC,20481,No,No
HC,20482,No,No
HC,20483,No,No
HC,20484,No,No
HC,20485,Sí,Sí
HC,20487,No,No
HC,20488,No,No
HC,20490,No,No
HC,20491,No,No
HC,20493,No,No
HC,20495,No,No
HC,20496,No,No
HC,20497,No,No
HC,20500,No,No
HC,20501,No,No
HC,20502,No,No
HC,20503,No,No
HC,20505,No,No
HC,20507,Sí,Sí
HC,20508,Sí,Sí
HC,20509,No,No
HC,20510,No,No
HC,20512,No,No
HC,20513,Sí,No
HC,20514,No,No
HC,20515,No,No
HC,20517,No,No
HC,20520,Sí,No
HC,20521,No,No
HC,20522,No,No
HC,20523,No,No
HC,20524,Sí,Sí
HC,20525,No,No
HC,20526,No,No
HC,20527,No,No
HC,20530,Sí,Sí
HC,20531,No,No
HC,20536,No,No
HC,20537,No,No
HC,20538,No,No
HC,20539,No,No
HC,20540,No,No
HC,20541,No,No
HC,20542,No,No
HC,20544,No,No
HC,20546,Sí,No
HC,20547,No,No
HC,20548,No,No
HC,20549,No,No
HC,20551,No,No
HC,20552,No,No
HC,20553,No,No
HC,20555,No,No
HC,20556,No,No
HC,20557,No,No
HC,20558,No,No
HC,20559,No,No
HC,20560,No,No
HC,20561,No,No
HC,20562,No,No
HC,20563,No,No
HC,20564,Sí,Sí
HC,20565,No,No
HC,20567,No,No
HC,20568,No,No
HC,20569,No,No
HC,20570,No,No
HC,20571,No,No
HC,20572,No,No
HC,20574,No,No
HC,20575,No,No
HC,20576,Sí,No
HC,20577,No,No
HC,20578,No,No
HC,20579,No,No
HC,20580,No,No
HC,20583,No,No
HC,20585,No,No
HC,20586,No,No
HC,20588,Sí,Sí
HC,20589,No,No
HC,20592,No,No
HC,20593,No,No
HC,20594,No,No
HC,20595,Sí,Sí
HC,20596,No,No
HC,20597,No,No
HC,20599,No,No
HC,20600,No,No
HC,20601,No,No
HC,20602,No,No
HC,20603,No,No
HC,20604,Sí,No
HC,20605,No,No
HC,20606,No,No
HC,20609,No,No
HC,20611,Sí,No
HC,20614,No,No
HC,20615,No,No
HC,20617,No,No
HC,20620,No,No
HC,20621,No,No
HC,20622,No,No
HC,20623,No,No
HC,20624,No,No
HC,20627,No,No
HC,20628,No,No
HC,20629,No,No
HC,20631,No,No
HC,20632,No,No
HC,20633,No,No
HC,20636,No,No
HC,20638,Sí,No
HC,20639,No,No
HC,20640,No,No
HC,20641,No,No
HC,20642,No,No
HC,20644,No,No
HC,20645,No,No
HC,20646,No,No
HC,20647,No,No
HC,20649,No,No
HC,20651,No,No
HC,20652,Sí,Sí
HC,20653,Sí,Sí
HC,20654,No,No
HC,20655,No,No
HC,20656,No,No
HC,20657,Sí,Sí
HC,20658,No,No
HC,20659,No,No
HC,20660,No,No
HC,20661,No,No
HC,20662,No,No
HC,20663,No,No
HC,20664,No,No
HC,20666,Sí,No
HC,20667,No,No
HC,20668,No,No
HC,20669,No,No
HC,20670,No,No
HC,20671,No,No
HC,20672,No,No
HC,20673,No,No
HC,20674,No,No
HC,20676,No,No
HC,20677,No,No
HC,20678,No,No
HC,20679,No,No
HC,20680,No,No
HC,20681,No,No
HC,20682,Sí,No
HC,20683,No,No
HC,20684,No,No
HC,20685,No,No
HC,20686,No,No
HC,20689,No,No
HC,20691,No,No
HC,20693,No,No
HC,20694,No,No
HC,20696,No,No
HC,20697,No,No
HC,20699,No,No
HC,20700,No,No
HC,20701,No,No
HC,20702,No,No
HC,20703,No,No
HC,20705,Sí,Sí
HC,20706,No,No
HC,20708,No,No
HC,20709,No,No
HC,20710,No,No
HC,20711,No,No
HC,20712,Sí,No
HC,20713,No,No
HC,20714,No,No
HC,20715,No,No
HC,20719,No,No
HC,20720,No,No
HC,20721,No,No
HC,20723,No,No
HC,20724,Sí,Sí
HC,20725,No,No
HC,20728,No,No
HC,20729,No,No
HC,20730,No,No
HC,20732,No,No
HC,20733,Sí,Sí
HC,20735,No,No
HC,20737,Sí,Sí
HC,20739,No,No
HC,20741,Sí,Sí
HC,20742,No,No
HC,20743,No,No
HC,20744,No,No
HC,20745,No,No
HC,20746,No,No
HC,20749,No,No
HC,20750,Sí,Sí
HC,20751,No,No
HC,20754,No,No
HC,20756,No,No
HC,20757,No,No
HC,20758,No,No
HC,20759,No,No
HC,20760,No,No
HC,20761,No,No
HC,20762,No,No
HC,20763,Sí,No
HC,20764,No,No
HC,20765,No,No
HC,20768,No,No
HC,20770,No,No
HC,20771,No,No
HC,20772,No,No
HC,20773,No,No
HC,20774,No,No
HC,20775,No,No
HC,20777,No,No
HC,20778,No,No
HC,20779,No,No
HC,20780,Sí,Sí
HC,20781,No,No
HC,20782,No,No
HC,20783,No,No
HC,20784,No,No
HC,20785,No,No
HC,20786,No,No
HC,20788,No,No
HC,20789,No,No
HC,20790,No,No
HC,20792,No,No
HC,20793,No,No
HC,20794,No,No
HC,20795,No,No
HC,20796,No,No
HC,20797,No,No
HC,20798,No,No
HC,20799,No,No
HC,20800,No,No
HC,20801,No,No
HC,20802,No,No
HC,20803,Sí,Sí
HC,20809,No,No
HC,20810,No,No
HC,20811,No,No
HC,20812,No,No
HC,20815,No,No
HC,20817,No,No
HC,20818,No,No
HC,20820,No,No
HC,20821,No,No
HC,20822,No,No
HC,20823,No,No
HC,20824,No,No
HC,20826,No,No
HC,20827,No,No
HC,20828,No,No
HC,20830,No,No
HC,20831,No,No
HC,20832,No,No
HC,20835,No,No
HC,20836,Sí,No
HC,20840,No,No
HC,20841,No,No
HC,20843,No,No
HC,20845,No,No
HC,20846,No,No
HC,20847,No,No
HC,20849,No,No
HC,20850,No,No
HC,20852,No,No
HC,20853,No,No
HC,20854,No,No
HC,20855,Sí,Sí
HC,20859,No,No
HC,20862,No,No
HC,20863,No,No
HC,20864,No,No
HC,20865,No,No
HC,20870,No,No
HC,20873,No,No
HC,20874,No,No
HC,20877,Sí,Sí
HC,20878,No,No
HC,20879,No,No
HC,20882,No,No
HC,20883,No,No
HC,20884,No,No
HC,20885,No,No
HC,20886,No,No
HC,20888,No,No
HC,20891,No,No
HC,20892,No,No
HC,20894,No,No
HC,20895,No,No
HC,20899,No,No
HC,20901,No,No
HC,20902,No,No
HC,20904,No,No
HC,20906,No,No
HC,20907,No,No
HC,20908,No,No
HC,20910,No,No
HC,20912,No,No
HC,20913,No,No
HC,20914,No,No
HC,20915,No,No
HC,20917,No,No
HC,20919,No,No
HC,20920,No,No
HC,20922,No,No
HC,20923,No,No
HC,20924,No,No
HC,20925,No,No
HC,20926,No,No
HC,20927,No,No
HC,20928,No,No
HC,20929,No,No
HC,20930,No,No
HC,20931,No,No
HC,20932,No,No
HC,20933,No,No
HC,20935,No,No
HC,20936,No,No
HC,20937,No,No
HC,20940,No,No
HC,20941,Sí,Sí
HC,20942,No,No
HC,20945,No,No
HC,20946,No,No
HC,20947,No,No
HC,20948,No,No
HC,20949,No,No
HC,20951,No,No
HC,20952,No,No
HC,20953,No,No
HC,20956,No,No
HC,20957,No,No
HC,20958,No,No
HC,20960,No,No
HC,20961,No,No
HC,20962,No,No
HC,20964,No,No
HC,20965,No,No
HC,20966,No,No
HC,20967,No,No
HC,20968,No,No
HC,20970,No,No
HC,20972,No,No
HC,20973,No,No
HC,20974,No,No
HC,20975,No,No
HC,20976,No,No
HC,20977,No,No
HC,20980,No,No
HC,20981,No,No
HC,20982,No,No
HC,20985,No,No
HC,20986,No,No
HC,20987,No,No
HC,20990,No,No
HC,20991,No,No
HC,20992,No,No
HC,20993,No,No
HC,20994,No,No
HC,20995,No,No
HC,20996,Sí,Sí
HC,20997,No,No
HC,21001,No,No
HC,21003,Sí,Sí
HC,21005,No,No
HC,21006,No,No
HC,21007,No,No
HC,21008,No,No
HC,21013,No,No
HC,21014,No,No
HC,21016,No,No
HC,21018,No,No
HC,21022,No,No
HC,21023,No,No
HC,21024,No,No
HC,21026,No,No
HC,21027,No,No
HC,21028,No,No
HC,21029,No,No
HC,21032,No,No
HC,21033,No,No
HC,21034,No,No
HC,21035,No,No
HC,21037,No,No
HC,21038,No,No
HC,21039,No,No
HC,21040,No,No
HC,21042,No,No
HC,21044,No,No
HC,21048,Sí,Sí
HC,21049,No,No
HC,21054,No,No
HC,21055,No,No
HC,21056,No,No
HC,21057,No,No
HC,21058,No,No
HC,21063,No,No
HC,21064,No,No
HC,21065,No,No
HC,21071,No,No
HC,21073,No,No
HC,21074,No,No
HC,21075,No,No
HC,21077,No,No
HC,21079,No,No
HC,21080,No,No
HC,21084,No,No
HC,21086,No,No
HC,21087,No,No
HC,21088,No,No
HC,21092,No,No
HC,21093,No,No
HC,21097,No,No
HC,21099,No,No
HC,21102,No,No
HC,21105,No,No
HC,21108,No,No
HC,21109,No,No
HC,21110,No,No
HC,21111,No,No
HC,21112,No,No
HC,21114,No,No
HC,21118,No,No
HC,21119,No,No
HC,21124,No,No
HC,21126,No,No
HC,21128,No,No
HC,21129,No,No
HC,21131,No,No
HC,21133,No,No
HC,21135,No,No
HC,21137,No,No
HC,21140,No,No
HC,21142,No,No
HC,21144,No,No
HC,21146,No,No
HC,21147,No,No
HC,21150,No,No
HC,21153,No,No
HC,21154,No,No
HC,21155,Sí,Sí
HC,21156,No,No
HC,21157,No,No
HC,21159,No,No
HC,21163,No,No
HC,21164,No,No
HC,21167,Sí,Sí
HC,21168,No,No
HC,21170,No,No
HC,21171,No,No
HC,21173,No,No
HC,21174,No,No
HC,21176,No,No
HC,21179,No,No
HC,21180,Sí,No
HC,21181,No,No
HC,21182,No,No
HC,21184,Sí,Sí
HC,21190,No,No
HC,21191,No,No
HC,21192,No,No
HC,21194,No,No
HC,21195,Sí,Sí
HC,21196,No,No
HC,21200,No,No
HC,21201,No,No
HC,21202,No,No
HC,21207,No,No
HC,21209,No,No
HC,21211,No,No
HC,21212,Sí,Sí
HC,21214,No,No
HC,21218,No,No
HC,21219,No,No
HC,21220,No,No
HC,21222,No,No
HC,21224,No,No
HC,21226,No,No
HC,21227,No,No
HC,21229,No,No
HC,21233,No,No
HC,21234,No,No
HC,21237,No,No
HC,21239,No,No
HC,21242,No,No
HC,21244,No,No
HC,21245,No,No
HC,21246,No,No
HC,21247,No,No
HC,21248,No,No
HC,21252,No,No
HC,21255,No,No
HC,21256,No,No
HC,21257,No,No
HC,21259,No,No
HC,21262,No,No
HC,21263,No,No
HC,21264,No,No
HC,21265,No,No
HC,21266,No,No
HC,21267,No,No
HC,21271,No,No
HC,21276,No,No
PC,20004,No,No
PC,20005,No,No
PC,20007,No,No
PC,20009,No,No
PC,20012,No,No
PC,20013,No,No
PC,20014,No,No
PC,20015,No,No
PC,20016,No,No
PC,20020,No,No
PC,20022,No,No
PC,20023,No,No
PC,20024,No,No
PC,20025,No,No
PC,20027,No,No
PC,20029,No,No
PC,20030,No,No
PC,20031,No,No
PC,20032,No,No
PC,20033,No,No
PC,20037,No,No
PC,20038,No,No
PC,20041,No,No
PC,20043,No,No
PC,20047,Sí,Sí
PC,20048,No,No
PC,20050,No,No
PC,20054,Sí,Sí
PC,20056,No,No
PC,20057,No,No
PC,20058,Sí,Sí
PC,20059,Sí,Sí
PC,20061,Sí,Sí
PC,20062,No,No
PC,20063,No,No
PC,20065,No,No
PC,20066,No,No
PC,20067,No,No
PC,20068,No,No
PC,20069,No,No
PC,20070,No,No
PC,20071,No,No
PC,20072,No,No
PC,20073,No,No
PC,20074,No,No
PC,20075,Sí,Sí
PC,20076,No,No
PC,20077,No,No
PC,20078,No,No
PC,20079,No,No
PC,20080,Sí,Sí
PC,20081,Sí,Sí
PC,20082,No,No
PC,20084,No,No
PC,20085,No,No
PC,20087,No,No
PC,20088,No,No
PC,20089,No,No
PC,20090,No,No
PC,20091,No,No
PC,20092,No,No
PC,20093,Sí,Sí
PC,20094,Sí,Sí
PC,20095,No,No
PC,20096,No,No
PC,20097,No,No
PC,20099,No,No
PC,20100,No,No
PC,20101,Sí,Sí
PC,20102,No,No
PC,20103,No,No
PC,20105,No,No
PC,20106,Sí,Sí
PC,20107,No,No
PC,20108,No,No
PC,20109,No,No
PC,20111,Sí,Sí
PC,20112,No,No
PC,20113,No,No
PC,20114,No,No
PC,20115,No,No
PC,20116,No,No
PC,20117,No,No
PC,20118,No,No
PC,20119,No,No
PC,20120,Sí,Sí
PC,20121,No,No
PC,20122,Sí,Sí
PC,20123,Sí,Sí
PC,20124,No,No
PC,20125,Sí,Sí
PC,20126,No,No
PC,20127,No,No
PC,20128,No,No
PC,20129,No,No
PC,20130,Sí,No
PC,20132,Sí,Sí
PC,20133,Sí,Sí
PC,20134,Sí,Sí
PC,20135,No,No
PC,20136,No,No
PC,20137,No,No
PC,20138,No,No
PC,20139,Sí,Sí
PC,20140,Sí,Sí
PC,20142,No,No
PC,20143,Sí,No
PC,20144,No,No
PC,20145,Sí,Sí
PC,20146,No,No
PC,20148,No,No
PC,20149,No,No
PC,20150,No,No
PC,20151,No,No
PC,20152,No,No
PC,20153,Sí,Sí
PC,20155,Sí,Sí
PC,20157,Sí,Sí
PC,20158,No,No
PC,20159,Sí,No
PC,20160,No,No
PC,20161,No,No
PC,20162,No,No
PC,20163,No,No
PC,20164,No,No
PC,20165,No,No
PC,20166,No,No
PC,20167,Sí,Sí
PC,20168,No,No
PC,20169,No,No
PC,20170,Sí,No
PC,20171,No,No
PC,20173,No,No
PC,20174,No,No
PC,20175,No,No
PC,20176,Sí,Sí
PC,20177,Sí,Sí
PC,20178,No,No
PC,20179,Sí,Sí
PC,20181,Sí,Sí
PC,20182,Sí,Sí
PC,20183,No,No
PC,20184,Sí,Sí
PC,20185,No,No
PC,20186,No,No
PC,20187,Sí,Sí
PC,20188,Sí,Sí
PC,20189,Sí,Sí
PC,20190,No,No
PC,20191,No,No
PC,20192,No,No
PC,20194,No,No
PC,20196,No,No
PC,20197,No,No
PC,20198,Sí,Sí
PC,20200,Sí,Sí
PC,20201,No,No
PC,20202,No,No
PC,20203,No,No
PC,20205,No,No
PC,20206,No,No
PC,20207,No,No
PC,20208,Sí,Sí
PC,20209,No,No
PC,20210,No,No
PC,20211,No,No
PC,20212,Sí,Sí
PC,20213,No,No
PC,20215,Sí,Sí
PC,20216,No,No
PC,20217,No,No
PC,20218,No,No
PC,20219,No,No
PC,20220,Sí,Sí
PC,20222,No,No
PC,20224,No,No
PC,20225,Sí,Sí
PC,20226,Sí,Sí
PC,20227,No,No
PC,20228,No,No
PC,20229,No,No
PC,20230,Sí,Sí
PC,20231,Sí,Sí
PC,20232,No,No
PC,20233,No,No
PC,20234,No,No
PC,20235,Sí,Sí
PC,20236,No,No
PC,20237,No,No
PC,20238,Sí,Sí
PC,20239,No,No
PC,20240,No,No
PC,20241,Sí,Sí
PC,20242,No,No
PC,20244,Sí,Sí
PC,20246,No,No
PC,20249,No,No
PC,20250,No,No
PC,20251,Sí,Sí
PC,20252,Sí,Sí
PC,20253,No,No
PC,20254,No,No
PC,20255,Sí,Sí
PC,20256,Sí,Sí
PC,20257,No,No
PC,20259,No,No
PC,20261,No,No
PC,20262,No,No
PC,20263,Sí,Sí
PC,20264,No,No
PC,20265,No,No
PC,20266,No,No
PC,20267,Sí,Sí
PC,20268,Sí,Sí
PC,20269,Sí,Sí
PC,20270,No,No
PC,20271,No,No
PC,20272,Sí,Sí
PC,20273,Sí,Sí
PC,20275,Sí,Sí
PC,20276,Sí,Sí
PC,20277,Sí,Sí
PC,20278,No,No
PC,20280,No,No
PC,20281,No,No
PC,20282,Sí,Sí
PC,20283,Sí,Sí
PC,20284,Sí,Sí
PC,20285,No,No
PC,20286,No,No
PC,20288,No,No
PC,20289,No,No
PC,20290,Sí,Sí
PC,20291,Sí,Sí
PC,20292,Sí,Sí
PC,20295,Sí,Sí
PC,20296,Sí,Sí
PC,20297,Sí,Sí
PC,20298,Sí,Sí
PC,20299,No,No
PC,20300,Sí,Sí
PC,20301,Sí,Sí
PC,20302,No,No
PC,20303,Sí,Sí
PC,20304,No,No
PC,20305,No,No
PC,20306,Sí,Sí
PC,20307,Sí,Sí
PC,20308,No,No
PC,20309,Sí,Sí
PC,20310,Sí,Sí
PC,20311,No,No
PC,20312,No,No
PC,20313,No,No
PC,20314,Sí,Sí
PC,20315,Sí,Sí
PC,20316,Sí,Sí
PC,20317,Sí,Sí
PC,20319,No,No
PC,20321,Sí,Sí
PC,20322,No,No
PC,20323,No,No
PC,20324,Sí,Sí
PC,20325,No,No
PC,20326,Sí,Sí
PC,20327,Sí,Sí
PC,20328,No,No
PC,20329,Sí,Sí
PC,20330,Sí,Sí
PC,20332,No,No
PC,20334,Sí,Sí
PC,20335,Sí,Sí
PC,20336,Sí,Sí
PC,20337,Sí,Sí
PC,20338,Sí,Sí
PC,20340,Sí,Sí
PC,20341,No,No
PC,20342,Sí,Sí
PC,20343,Sí,Sí
PC,20344,Sí,Sí
PC,20345,No,No
PC,20346,Sí,Sí
PC,20348,Sí,Sí
PC,20349,Sí,Sí
PC,20350,No,No
PC,20351,Sí,No
PC,20352,Sí,Sí
PC,20353,Sí,Sí
PC,20354,Sí,Sí
PC,20355,No,No
PC,20356,Sí,Sí
PC,20357,No,No
PC,20358,No,No
PC,20359,Sí,Sí
PC,20360,No,No
PC,20361,No,No
PC,20362,Sí,Sí
PC,20364,Sí,No
PC,20365,Sí,Sí
PC,20366,No,No
PC,20367,Sí,Sí
PC,20368,Sí,No
PC,20372,Sí,Sí
PC,20374,No,No
PC,20375,No,No
PC,20376,No,No
PC,20377,Sí,Sí
PC,20378,No,No
PC,20379,No,No
PC,20380,Sí,Sí
PC,20381,Sí,Sí
PC,20382,Sí,Sí
PC,20383,Sí,Sí
PC,20384,No,No
PC,20385,Sí,Sí
PC,20386,Sí,Sí
PC,20387,Sí,Sí
PC,20388,No,No
PC,20389,Sí,No
PC,20390,No,No
PC,20394,No,No
PC,20395,No,No
PC,20396,No,No
PC,20398,No,No
PC,20399,No,No
PC,20400,Sí,Sí
PC,20401,Sí,Sí
PC,20402,Sí,Sí
PC,20403,Sí,Sí
PC,20404,Sí,Sí
PC,20406,Sí,Sí
PC,20407,Sí,Sí
PC,20408,No,No
PC,20409,No,No
PC,20410,Sí,Sí
PC,20411,Sí,Sí
PC,20412,No,No
PC,20413,No,No
PC,20414,No,No
PC,20415,No,No
PC,20416,No,No
PC,20417,Sí,Sí
PC,20418,No,No
PC,20419,Sí,Sí
PC,20421,No,No
PC,20422,No,No
PC,20424,Sí,Sí
PC,20426,No,No
PC,20428,No,No
PC,20429,No,No
PC,20432,Sí,Sí
PC,20433,Sí,Sí
PC,20434,Sí,Sí
PC,20435,No,No
PC,20436,No,No
PC,20437,No,No
PC,20438,Sí,Sí
PC,20440,No,No
PC,20442,No,No
PC,20443,Sí,Sí
PC,20447,No,No
PC,20449,No,No
PC,20450,Sí,Sí
PC,20453,Sí,Sí
PC,20454,No,No
PC,20456,Sí,No
PC,20458,No,No
PC,20459,No,No
PC,20460,No,No
PC,20463,Sí,Sí
PC,20464,Sí,Sí
PC,20465,Sí,Sí
PC,20466,Sí,Sí
PC,20468,No,No
PC,20469,Sí,Sí
PC,20470,Sí,Sí
PC,20471,No,No
PC,20473,No,No
PC,20474,Sí,Sí
PC,20476,No,No
PC,20477,No,No
PC,20478,No,No
PC,20479,No,No
PC,20480,Sí,Sí
PC,20481,Sí,No
PC,20482,Sí,Sí
PC,20483,Sí,Sí
PC,20484,Sí,Sí
PC,20485,No,No
PC,20487,No,No
PC,20488,Sí,No
PC,20490,No,No
PC,20491,No,No
PC,20493,No,No
PC,20495,Sí,No
PC,20496,Sí,Sí
PC,20497,Sí,Sí
PC,20500,Sí,Sí
PC,20501,No,No
PC,20502,Sí,Sí
PC,20503,No,No
PC,20505,Sí,Sí
PC,20507,No,No
PC,20508,No,No
PC,20509,No,No
PC,20510,No,No
PC,20512,No,No
PC,20513,No,No
PC,20514,Sí,Sí
PC,20515,No,No
PC,20517,Sí,Sí
PC,20520,No,No
PC,20521,No,No
PC,20522,No,No
PC,20523,Sí,No
PC,20524,No,No
PC,20525,No,No
PC,20526,No,No
PC,20527,Sí,No
PC,20530,No,No
PC,20531,No,No
PC,20536,Sí,Sí
PC,20537,No,No
PC,20538,Sí,Sí
PC,20539,Sí,Sí
PC,20540,Sí,No
PC,20541,Sí,No
PC,20542,Sí,Sí
PC,20544,Sí,Sí
PC,20546,No,No
PC,20547,No,No
PC,20548,No,No
PC,20549,Sí,Sí
PC,20551,Sí,Sí
PC,20552,Sí,Sí
PC,20553,Sí,No
PC,20555,No,No
PC,20556,No,No
PC,20557,No,No
PC,20558,No,No
PC,20559,Sí,No
PC,20560,No,No
PC,20561,No,No
PC,20562,No,No
PC,20563,Sí,Sí
PC,20564,No,No
PC,20565,No,No
PC,20567,No,No
PC,20568,Sí,Sí
PC,20569,Sí,No
PC,20570,Sí,Sí
PC,20571,Sí,No
PC,20572,Sí,Sí
PC,20574,Sí,Sí
PC,20575,No,No
PC,20576,No,No
PC,20577,No,No
PC,20578,Sí,Sí
PC,20579,Sí,Sí
PC,20580,No,No
PC,20583,Sí,Sí
PC,20585,Sí,Sí
PC,20586,No,No
PC,20588,No,No
PC,20589,Sí,Sí
PC,20592,No,No
PC,20593,No,No
PC,20594,Sí,Sí
PC,20595,No,No
PC,20596,No,No
PC,20597,No,No
PC,20599,Sí,Sí
PC,20600,Sí,Sí
PC,20601,No,No
PC,20602,Sí,Sí
PC,20603,No,No
PC,20604,No,No
PC,20605,Sí,Sí
PC,20606,Sí,Sí
PC,20609,No,No
PC,20611,No,No
PC,20614,No,No
PC,20615,No,No
PC,20617,No,No
PC,20620,No,No
PC,20621,No,No
PC,20622,Sí,Sí
PC,20623,No,No
PC,20624,Sí,Sí
PC,20627,Sí,No
PC,20628,Sí,Sí
PC,20629,Sí,Sí
PC,20631,No,No
PC,20632,Sí,Sí
PC,20633,No,No
PC,20636,No,No
PC,20638,No,No
PC,20639,Sí,Sí
PC,20640,Sí,Sí
PC,20641,No,No
PC,20642,Sí,Sí
PC,20644,Sí,Sí
PC,20645,No,No
PC,20646,Sí,Sí
PC,20647,No,No
PC,20649,No,No
PC,20651,Sí,Sí
PC,20652,No,No
PC,20653,No,No
PC,20654,Sí,Sí
PC,20655,Sí,Sí
PC,20656,No,No
PC,20657,No,No
PC,20658,Sí,Sí
PC,20659,No,No
PC,20660,No,No
PC,20661,Sí,Sí
PC,20662,No,No
PC,20663,No,No
PC,20664,No,No
PC,20666,No,No
PC,20667,Sí,Sí
PC,20668,No,No
PC,20669,Sí,Sí
PC,20670,No,No
PC,20671,No,No
PC,20672,Sí,Sí
PC,20673,No,No
PC,20674,No,No
PC,20676,Sí,Sí
PC,20677,Sí,Sí
PC,20678,No,No
PC,20679,Sí,No
PC,20680,Sí,Sí
PC,20681,No,No
PC,20682,No,No
PC,20683,No,No
PC,20684,No,No
PC,20685,No,No
PC,20686,No,No
PC,20689,No,No
PC,20691,No,No
PC,20693,Sí,Sí
PC,20694,No,No
PC,20696,Sí,Sí
PC,20697,Sí,Sí
PC,20699,Sí,Sí
PC,20700,Sí,No
PC,20701,Sí,Sí
PC,20702,Sí,Sí
PC,20703,No,No
PC,20705,No,No
PC,20706,Sí,Sí
PC,20708,Sí,Sí
PC,20709,Sí,No
PC,20710,Sí,Sí
PC,20711,No,No
PC,20712,No,No
PC,20713,Sí,Sí
PC,20714,Sí,Sí
PC,20715,No,No
PC,20719,No,No
PC,20720,No,No
PC,20721,No,No
PC,20723,No,No
PC,20724,No,No
PC,20725,Sí,Sí
PC,20728,No,No
PC,20729,No,No
PC,20730,No,No
PC,20732,No,No
PC,20733,No,No
PC,20735,Sí,Sí
PC,20737,No,No
PC,20739,Sí,Sí
PC,20741,No,No
PC,20742,Sí,Sí
PC,20743,Sí,Sí
PC,20744,Sí,Sí
PC,20745,Sí,Sí
PC,20746,No,No
PC,20749,Sí,Sí
PC,20750,No,No
PC,20751,Sí,Sí
PC,20754,No,No
PC,20756,Sí,Sí
PC,20757,No,No
PC,20758,Sí,Sí
PC,20759,No,No
PC,20760,No,No
PC,20761,Sí,Sí
PC,20762,No,No
PC,20763,No,No
PC,20764,No,No
PC,20765,No,No
PC,20768,Sí,Sí
PC,20770,No,No
PC,20771,Sí,Sí
PC,20772,No,No
PC,20773,No,No
PC,20774,No,No
PC,20775,Sí,Sí
PC,20777,Sí,Sí
PC,20778,No,No
PC,20779,No,No
PC,20780,No,No
PC,20781,No,No
PC,20782,No,No
PC,20783,Sí,No
PC,20784,No,No
